name,retinue,weapon,shield,armor,ranged,has_tiltyard,size,extra_tags,upkeep_per_retinue,playstyle,tiltyard_mastery,pursuits,military_pursuit_count,domain_count
"MaA/Poleaxe/Leather [ABFM, (SInd, RProw, NPie, NCun), Nimble, Recover 8, Serr, Temp]|M7",Man-at-Arms,Poleaxe,,Leather,,False,25,"ABF,Nimble,Recover 8,Tempered,Serrated,Immune Blocked",900,,False,ABF|Animal Husbandry|Apothecary|Armory|Blacksmith|Coliseum|Conditioning Field|Forge|Furnace|Gilded Foundry|Herb Garden|Master Workshop|Stable|Tannery,7,13
"MaA/Pitchfork+HuntBow/Cloth (TY) [(NInd, EProw, EPie, NCun), Enduring, Florentine, ImmU, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Pitchfork,,Cloth,Hunting Bow,True,25,"Enduring,Nimble,Immune Unwieldy,Recover 8,Immune Blocked,Recover 7,Recover 6,Parry,Shake +1,Florentine",1700,,False,Alchemy|Apothecary|Carpentry|Coliseum|Conditioning Field|Fletchery|Herb Garden|Hospitaller|Infirmary|Stable|Tiltyard,7,12
"MaA/ShortSword/Cloth (DW) [(NInd, EProw, NPie, NCun), DW, Florentine, ImmU, Nimble, Recover 8]|M7",Man-at-Arms,Short Sword,,Cloth,,True,25,"Nimble,Immune Unwieldy,Recover 8,Parry,Dual Wield,Immune Blocked,Florentine",2000,,False,Apothecary|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Herb Garden|Tiltyard,7,6
"MaA/Daggers/Chain [PrI, (RInd, EProw, SPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Daggers,,Chainmail,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1",1500,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Preceptory|Stable|Tannery,7,19
"MaA/ShortSword+Javelin/Tower/Chain (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Short Sword,Tower Shield,Chainmail,Javelin,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1000,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Cavalry Spear/Heater/FullPlate [ABFM, (SInd, RProw, NPie, NCun), Nimble, Serr, Temp]|M7",Man-at-Arms,Cavalry Spear,Heater Shield,Full Plate,,False,25,"ABF,Nimble,Tempered,Serrated,Immune Blocked",700,,False,ABF|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Gilded Foundry|Joinery|Master Workshop|Stable|Tannery,7,13
"MaA/Arming/Kite/Leather [(RInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Arming Sword,Kite Shield,Leather,,False,25,"Enduring,Nimble,Recover 6,Recover 8,Immune Blocked,Recover 7,Shake +1",800,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Tannery,7,12
"MaA/Morningstar+Longbow/Tower/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Recover 8]|M7",Man-at-Arms,Morningstar,Tower Shield,Cloth,Longbow,True,25,"Nimble,Immune Unwieldy,Recover 8,Parry,Immune Blocked,Florentine",1600,,False,Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Herb Garden|Joinery|Tiltyard,7,12
"MaA/Daggers+Longbow/Cloth (TY) [(NInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Recover 8]|M7",Man-at-Arms,Daggers,,Cloth,Longbow,True,25,"Nimble,Immune Unwieldy,Recover 8,Parry,Immune Blocked,Florentine",1800,,False,Apothecary|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Herb Garden|Tiltyard,7,6
"MaA/Spears+HuntBow/Targe/Cloth (TY) [PrI, (RInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Shake+1]|M7",Man-at-Arms,Spears,Targe Shield,Cloth,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Shake +1,Resolute,Florentine",1600,,False,Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Joinery|Preceptory|Stable|Tiltyard,7,19
"MaA/ShortSword/Tower/Cloth [(EInd, RProw, EPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Short Sword,Tower Shield,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Poison,Recover 6,Shake +1",1600,,False,Academy|Alchemy|Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Toxicarium,7,18
"MaA/Daggers+Longbow/Chain (TY) [(RInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Daggers,,Chainmail,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1400,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Stable|Tannery|Tiltyard,7,9
"MaA/Cavalry Spear/Targe/Chain [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M7",Man-at-Arms,Cavalry Spear,Targe Shield,Chainmail,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Shake +1",1100,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Master Workshop|Tannery,7,15
"MaA/Morningstar+Longbow/Tower/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Morningstar,Tower Shield,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",900,,False,Animal Husbandry|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Tannery|Tiltyard,7,12
"MaA/Arming/Chain (DW) [(EInd, EProw, NPie, NCun), DW, Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Arming Sword,,Chainmail,,True,25,"Nimble,Immune Unwieldy,Parry,Dual Wield,Serrated,Immune Blocked,Florentine",1400,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Master Workshop|Tannery|Tiltyard,7,12
"MaA/FarmTools/Targe/Cloth [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M7",Man-at-Arms,Farm Tools,Targe Shield,Cloth,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Shake +1",1500,,False,Alchemy|Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Master Workshop|Stable,7,15
"MaA/Lance/Kite/Chain [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M7",Man-at-Arms,Lance,Kite Shield,Chainmail,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Shake +1",1100,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Master Workshop|Tannery,7,15
"MaA/WarHammer+Longbow/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,War Hammer,,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1100,,False,Animal Husbandry|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Tannery|Tiltyard,7,12
"MaA/Halberd/Gothic [ABFM, (SInd, EProw, NPie, NCun), Nimble, Parry +1, Riposte, Serr, Temp]|M7",Man-at-Arms,Halberd,,Gothic Plate,,False,25,"ABF,Nimble,Parry +1,Serrated,Immune Blocked,Parry,Tempered,Riposte",400,,False,ABF|Animal Husbandry|Armory|Blacksmith|Butchery|Coliseum|Conditioning Field|Furnace|Gilded Foundry|Grand Tournament|Master Workshop|Stable|Tannery,7,16
"MaA/Flail+HuntBow/Kite/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Flail,Kite Shield,Cloth,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1000,,False,Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Arming+Crossbow/Tower/Chain (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Arming Sword,Tower Shield,Chainmail,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1200,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Stable|Tannery|Tiltyard,7,12
"MaA/Cavalry Spear/Targe/FullPlate [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1, Temp]|M7",Man-at-Arms,Cavalry Spear,Targe Shield,Full Plate,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Recover 6,Tempered,Shake +1",1300,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Infirmary|Joinery|Stable|Tannery,7,15
"MaA/Halberd+Crossbow/Chain (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Halberd,,Chainmail,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1200,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Spears+Javelin/Tower/Chain (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Spears,Tower Shield,Chainmail,Javelin,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",700,,False,Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Tannery|Tiltyard,7,12
"MaA/Spears+HuntBow/Kite/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Spears,Kite Shield,Leather,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1000,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Daggers+Javelin/FullPlate (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Temp]|M7",Man-at-Arms,Daggers,,Full Plate,Javelin,True,25,"Nimble,Immune Unwieldy,Parry,Tempered,Immune Blocked,Florentine",900,,False,Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Tannery|Tiltyard,7,12
"MaA/Halberd+Javelin/Cloth (TY) [RoPaI, (EInd, SProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Halberd,,Cloth,Javelin,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Immune Strain,Florentine",1600,,False,Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Master Workshop|Royal Pavilion|Tiltyard,7,16
"MaA/Morningstar+HuntBow/Tower/Chain (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Morningstar,Tower Shield,Chainmail,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1000,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/ShortSword+Crossbow/Tower/Chain (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Short Sword,Tower Shield,Chainmail,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1200,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Stable|Tannery|Tiltyard,7,12
"MaA/2HBastard+HuntBow/FullPlate (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Temp]|M7",Man-at-Arms,2HBastard,,Full Plate,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Tempered,Immune Blocked,Florentine",1400,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Stable|Tannery|Tiltyard,7,12
"MaA/Spears+Longbow/Tower/FullPlate (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr, Temp]|M7",Man-at-Arms,Spears,Tower Shield,Full Plate,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Tempered,Serrated,Immune Blocked,Florentine",1000,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Morningstar/Tower/FullPlate [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1, Temp]|M7",Man-at-Arms,Morningstar,Tower Shield,Full Plate,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Tempered,Shake +1",1100,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Forge|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Infirmary|Joinery|Master Workshop|Tannery,7,15
"MaA/FarmTools/Kite/Leather [PrM, (RInd, EProw, SPie, NCun), Nimble, Rec 6, Shake+1]|M7",Man-at-Arms,Farm Tools,Kite Shield,Leather,,False,25,"Nimble,Parry,Recover 6,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,7,19
"MaA/Halberd/Chain [(RInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Halberd,,Chainmail,,False,25,"Enduring,Nimble,Recover 6,Recover 8,Immune Blocked,Recover 7,Shake +1",800,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Butchery|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Smokehouse|Tannery,7,12
"MaA/Arming+HuntBow/Kite/FullPlate (TY) [RoPaM, (EInd, SProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte, Temp]|M7",Man-at-Arms,Arming Sword,Kite Shield,Full Plate,Hunting Bow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Immune Strain,Parry,Tempered,Drilled,Riposte,Florentine",700,,False,Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Grand Tournament|Joinery|Royal Pavilion|Tannery|Tiltyard,7,16
"MaA/ShortSword+Longbow/Kite/Leather (TY) [RoPaI, (RInd, SProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Short Sword,Kite Shield,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Immune Strain,Florentine",1200,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Joinery|Royal Pavilion|Tannery|Tiltyard,7,13
"MaA/Daggers+HuntBow/FullPlate (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr, Temp]|M7",Man-at-Arms,Daggers,,Full Plate,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Tempered,Serrated,Immune Blocked,Florentine",1200,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Cavalry Spear/Targe/FullPlate [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1, Temp]|M7",Man-at-Arms,Cavalry Spear,Targe Shield,Full Plate,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Tempered,Shake +1",1100,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Infirmary|Joinery|Master Workshop|Tannery,7,15
"MaA/Morningstar+Crossbow/Tower/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Morningstar,Tower Shield,Leather,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1200,,False,Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Flail/Kite/Chain [(RInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Flail,Kite Shield,Chainmail,,False,25,"Enduring,Nimble,Recover 6,Recover 8,Immune Blocked,Recover 7,Shake +1",1300,,False,Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Stable|Tannery,7,12
"MaA/Longbow/FullPlate [OuInPoI, (EInd, EProw, NPie, SCun), Florentine, ImmU, Nimble, Temp]|M7",Man-at-Arms,Farm Tools,,Full Plate,Longbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Outrider: once,confers:Strain,Parry,Tempered,confers:Blocked,Florentine",1400,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard,7,22
"MaA/Daggers+HuntBow/Leather (TY) [(NInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Daggers,,Leather,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1600,,False,Animal Husbandry|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Stable|Tannery|Tiltyard,7,6
"MaA/Spears+Crossbow/Tower/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Spears,Tower Shield,Leather,Crossbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",1400,,False,Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Stable|Tannery|Tiltyard,7,12
"MaA/Arming+HuntBow/Tower/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte, Serr]|M7",Man-at-Arms,Arming Sword,Tower Shield,Leather,Hunting Bow,True,25,"Parry +1,Nimble,Immune Unwieldy,Serrated,Immune Blocked,Parry,Riposte,Florentine",1200,,False,Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Grand Tournament|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Arming+Longbow/Kite/FullPlate (TY) [RoPaM, (EInd, SProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte, Temp]|M7",Man-at-Arms,Arming Sword,Kite Shield,Full Plate,Longbow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Immune Strain,Parry,Tempered,Drilled,Riposte,Florentine",700,,False,Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Grand Tournament|Joinery|Royal Pavilion|Tannery|Tiltyard,7,16
"MaA/WarHammer+Javelin/FullPlate (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Temp]|M7",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,25,"Nimble,Immune Unwieldy,Parry,Tempered,Immune Blocked,Florentine",900,,False,Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Tannery|Tiltyard,7,12
"MaA/Lance/Heater/Cloth [ABFM, (SInd, RProw, NPie, NCun), Nimble, Serr, Temp]|M7",Man-at-Arms,Lance,Heater Shield,Cloth,,False,25,"ABF,Nimble,Tempered,Serrated,Immune Blocked",200,,False,ABF|Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Forge|Furnace|Gilded Foundry|Joinery|Master Workshop|Stable|Tannery,7,13
"MaA/Arming/Heater/Leather [ABFM, (SInd, RProw, NPie, NCun), Nimble, Serr, Temp]|M7",Man-at-Arms,Arming Sword,Heater Shield,Leather,,False,25,"ABF,Nimble,Tempered,Serrated,Immune Blocked",700,,False,ABF|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Gilded Foundry|Joinery|Master Workshop|Stable|Tannery,7,13
"MaA/Arming+Crossbow/FullPlate (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Parry +1, Riposte, Temp]|M7",Man-at-Arms,Arming Sword,,Full Plate,Crossbow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Parry,Tempered,Riposte,Florentine",900,,False,Animal Husbandry|Armory|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Grand Tournament|Tannery|Tiltyard,7,12
"MaA/Bastard+Longbow/Tower/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Bastard Sword,Tower Shield,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Parry,Immune Blocked,Florentine",900,,False,Animal Husbandry|Blacksmith|Butchery|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Tannery|Tiltyard,7,12
"MaA/Flail/FullPlate (DW) [PrI, (EInd, EProw, SPie, NCun), DW, Florentine, ImmU, Nimble, Shake+1, Temp]|M7",Man-at-Arms,Flail,,Full Plate,,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Parry,Tempered,Dual Wield,Shake +1,Florentine",1600,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Preceptory|Tannery|Tiltyard,7,22
"MaA/Pike+HuntBow/FullPlate (TY) [OuInPoI, (EInd, EProw, NPie, SCun), Florentine, ImmU, Nimble, Temp]|M7",Man-at-Arms,Pike,,Full Plate,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Outrider: once,confers:Strain,Parry,Tempered,confers:Blocked,Florentine",1400,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard,7,22
"MaA/BattleAxe/Leather [(EInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M7",Man-at-Arms,Battle Axe,,Leather,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Recover 6,Shake +1",1000,,False,Alchemy|Animal Husbandry|Apothecary|Blacksmith|Butchery|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Master Workshop|Tannery,7,15
"MaA/Flail+HuntBow/Kite/Leather (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Serr]|M7",Man-at-Arms,Flail,Kite Shield,Leather,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Parry,Serrated,Immune Blocked,Florentine",1000,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Joinery|Master Workshop|Tannery|Tiltyard,7,12
"MaA/Spears+Crossbow/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Recover 8]|M7",Man-at-Arms,Spears,,Cloth,Crossbow,True,25,"Nimble,Immune Unwieldy,Recover 8,Parry,Immune Blocked,Florentine",1800,,False,Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Herb Garden|Tiltyard,7,12
"MaA/Morningstar+HuntBow/Tower/Chain (TY) [MiMiStI, (EInd, SProw, NPie, NCun), Florentine, ImmU, Nimble]|M7",Man-at-Arms,Morningstar,Tower Shield,Chainmail,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,MaxInit3,Parry,Seize: first,Init +1,Florentine",1200,,False,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Joinery|Ministry of Military Strategy|Tannery|Tiltyard,7,16
"MaA/ShortSword/Kite/Cloth [(RInd, RProw, EPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M7",Man-at-Arms,Short Sword,Kite Shield,Cloth,,False,25,"Enduring,Nimble,Recover 6,Recover 8,Immune Blocked,Recover 7,Shake +1",1300,,False,Alchemy|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Stable|Tannery,7,12
"MaA/Morningstar+Javelin/Tower/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Recover 8]|M7",Man-at-Arms,Morningstar,Tower Shield,Cloth,Javelin,True,25,"Nimble,Immune Unwieldy,Recover 8,Parry,Immune Blocked,Florentine",1600,,False,Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Herb Garden|Joinery|Tiltyard,7,12
"MaA/Arming+Longbow/Tower/Cloth (TY) [(EInd, EProw, NPie, NCun), Florentine, ImmU, Nimble, Recover 8]|M7",Man-at-Arms,Arming Sword,Tower Shield,Cloth,Longbow,True,25,"Nimble,Immune Unwieldy,Recover 8,Parry,Immune Blocked,Florentine",1600,,False,Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Herb Garden|Joinery|Tiltyard,7,12
